CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Cluster
6.7,31.8,615.0,173.0,25.1,55.8,1.7511,1
4.4,20.1,443.0,135.0,23.9,58.9,1.7276,1
1.9,9.2,219.0,93.0,23.1,62.8,1.7562,0
1.8,10.3,203.0,74.0,22.1,67.3,1.7671,0
1.5,8.6,165.0,69.0,22.1,66.5,1.7441,0
1.6,8.6,339.0,109.0,21.1,70.1,1.7366,0
0.8,4.8,103.0,55.0,21.9,67.1,1.7394,0
0.5,2.6,74.0,49.0,21.7,67.4,1.7262,0
0.7,4.3,73.0,45.5,20.2,73.8,1.7229,0
0.6,4.5,72.0,42.0,19.1,76.0,1.6668,0
0.9,6.6,180.0,50.0,19.4,75.4,1.6802,0
1.4,10.1,239.0,53.0,19.7,74.4,1.6829,0
4.2,23.4,664.0,86.0,19.9,74.3,1.7083,1
4.1,25.0,525.0,81.0,20.4,72.8,1.7198,1
3.6,21.6,543.0,96.0,21.6,67.7,1.7254,1
2.5,13.0,390.0,96.0,22.9,59.1,1.633,0
1.3,6.8,217.0,79.0,18.7,73.1,1.5608,0
1.7,10.0,248.0,95.0,21.1,58.3,1.4444,0
2.1,11.7,333.0,127.0,23.3,47.1,1.3281,0
1.7,9.8,279.0,102.0,22.9,47.9,1.3208,0
1.9,10.2,339.0,107.0,23.3,46.2,1.301,0
2.3,12.0,315.0,110.0,23.7,45.4,1.315,0
3.3,17.7,365.0,124.0,23.8,46.1,1.3373,1
3.5,18.8,338.0,113.0,23.0,49.3,1.3689,1
3.6,17.6,318.0,104.0,21.9,53.1,1.3787,1
2.9,13.8,302.0,117.0,21.3,54.8,1.3742,1
2.0,9.4,214.0,94.0,21.2,55.2,1.3699,0
1.9,9.6,263.6666666666667,99.0,21.4,54.8,1.3813,0
1.5,8.5,313.3333333333333,104.0,20.8,57.2,1.3925,0
1.1,10.7,363.0,109.0,21.3,55.8,1.3974,0
0.8,6.1,178.0,72.0,21.4,52.1,1.3125,0
0.5,3.2,55.0,40.0,20.6,56.6,1.3583,0
0.4,2.0,43.5,31.5,20.0,59.1,1.3694,0
0.3,1.2,32.0,23.0,19.7,61.9,1.4017,0
0.3,1.3,35.0,24.0,19.6,59.1,1.3346,0
0.5,2.2,84.0,41.0,19.8,56.7,1.2941,0
2.4,14.6,456.0,99.0,20.2,55.6,1.3043,1
2.2,9.7,342.0,91.0,19.7,57.8,1.3112,0
1.4,6.7,239.0,81.0,20.2,53.1,1.2442,0
1.6,7.6,337.0,95.0,22.0,47.0,1.2259,0
1.6,8.6,351.0,113.0,23.5,41.6,1.1884,0
1.6,9.0,209.0,89.0,22.8,41.8,1.1417,0
2.1,10.7,257.0,88.0,23.4,40.4,1.15,0
1.1,6.3,169.0,81.0,23.2,42.8,1.2017,0
1.6,9.4,216.0,82.0,23.6,43.2,1.2433,0
2.4,12.5,303.0,115.0,23.9,40.8,1.1937,0
2.9,15.2,320.0,112.0,23.6,42.8,1.23,1
2.7,14.8,310.0,116.0,23.2,43.3,1.2161,0
3.1,15.9,341.0,129.0,22.8,42.5,1.1608,1
2.2,10.0,272.0,110.0,22.3,42.2,1.1209,0
1.5,6.9,229.0,105.0,22.1,43.0,1.1271,0
1.2,5.5,168.0,90.0,22.2,42.7,1.1237,0
1.3,6.3,173.0,94.0,22.1,42.8,1.1265,0
1.4,6.7,186.0,96.0,22.1,43.5,1.1443,0
0.9,3.7,112.0,70.0,21.5,45.6,1.1528,0
0.7,3.2,79.0,57.0,21.1,44.5,1.098,0
0.6,2.4,70.5,51.0,20.4,47.1,1.1178,0
0.55,2.7,62.0,45.0,20.6,45.9,1.0993,0
0.5,2.3,58.0,42.0,20.2,46.7,1.0899,0
0.8,3.6,122.0,71.0,20.1,47.8,1.1144,0
1.2,6.4,173.0,82.0,20.0,50.7,1.1724,0
1.1,5.0,176.0,81.0,20.7,49.7,1.197,0
1.6,7.9,233.0,89.0,24.3,39.5,1.1842,0
1.4,6.6,210.0,83.0,25.4,34.8,1.1119,0
1.2,5.2,178.0,82.0,26.6,30.7,1.0501,0
1.4,6.6,189.0,78.0,27.7,28.1,1.0272,0
1.6,7.6,210.0,79.0,27.6,28.7,1.0406,0
1.1,5.0,162.0,78.0,27.6,29.2,1.0594,0
1.1,5.3,137.0,73.0,28.1,28.6,1.0715,0
1.3,5.3,165.0,73.0,29.1,26.8,1.0648,0
1.5,6.5,204.0,100.0,28.4,28.3,1.0798,0
2.0,9.2,266.0,122.0,26.6,32.1,1.102,0
2.4,11.6,299.0,132.0,25.3,35.3,1.1262,0
2.0,9.2,234.0,116.0,24.7,37.1,1.1397,0
1.5,7.5,181.0,109.0,23.5,40.6,1.1588,0
1.7,9.0,210.0,109.0,22.8,43.4,1.1915,0
2.5,12.1,304.0,116.0,22.2,47.9,1.2626,0
2.2,10.5,255.0,104.0,21.3,50.5,1.2652,0
1.4,7.1,149.0,81.0,20.6,53.2,1.2742,0
1.2,6.2,112.0,64.0,19.6,56.6,1.2797,0
1.2,7.8,101.0,59.0,18.8,59.8,1.2847,0
0.9,3.8,90.0,54.0,18.8,59.5,1.2758,0
0.5,2.3,46.0,35.0,19.3,57.0,1.2603,0
0.6,2.9,76.0,44.0,18.2,60.8,1.2567,0
1.0,4.8,139.0,62.0,16.8,66.8,1.2721,0
1.3,7.7,179.0,68.0,18.6,60.0,1.2757,0
1.7,8.8,224.0,85.0,22.2,48.0,1.2678,0
2.2,10.6,272.0,110.0,26.5,35.7,1.2149,0
2.1,10.2,251.0,115.0,30.0,28.5,1.1883,0
2.2,11.0,250.0,129.0,32.2,24.7,1.1696,0
2.0,11.9,178.0,106.0,29.6,28.6,1.1628,0
2.0,10.8,137.0,87.0,29.8,28.5,1.1809,0
1.2,5.1,119.0,70.0,31.1,26.1,1.163,0
1.8,8.3,193.0,106.0,34.6,22.4,1.212,0
4.3,20.7,329.0,151.0,33.2,25.4,1.2722,1
3.8,16.8,413.0,179.0,30.0,31.4,1.3074,1
4.4,20.4,489.0,188.0,27.5,38.1,1.3756,1
3.8,15.3,470.0,187.0,26.2,42.5,1.423,1
1.9,8.8,228.0,121.0,24.7,46.4,1.4206,0
1.7,8.5,169.0,99.0,23.6,50.0,1.4383,0
1.8,8.7,189.0,100.0,22.7,53.6,1.4632,0
1.1,5.7,100.0,79.0,22.7,53.8,1.4666,0
0.8,4.0,71.0,57.0,22.8,53.0,1.4577,0
0.7,3.0,52.0,43.0,21.4,57.6,1.4469,0
0.6,2.2,54.5,46.5,19.9,62.3,1.4363,0
0.5,2.2,57.0,50.0,19.5,63.5,1.4269,0
0.5,2.7,69.0,47.0,20.2,60.8,1.4243,0
0.9,4.7,126.0,60.0,19.4,63.5,1.4139,0
3.5,21.7,376.0,91.0,18.7,65.6,1.4039,1
4.6,32.2,556.5,125.0,20.1,60.6,1.4062,1
5.7,27.5,737.0,159.0,23.5,49.7,1.4156,1
3.5,18.1,481.0,173.0,26.4,41.9,1.4237,1
3.7,18.6,425.0,174.0,29.9,34.0,1.4096,1
3.1,17.6,330.0,165.0,31.5,30.8,1.4017,1
3.0,16.3,303.0,136.0,30.2,30.2,1.2744,1
2.6,11.8,283.0,125.0,30.5,29.3,1.2612,0
2.4,11.9,264.0,122.0,31.8,27.4,1.2673,0
2.6,15.5,280.0,124.0,34.3,23.2,1.2326,0
5.0,28.8,505.0,184.0,34.1,23.0,1.2081,1
5.6,31.1,566.0,200.0,30.5,29.2,1.2585,1
6.5,34.9,681.0,225.0,28.1,32.4,1.2173,1
4.1,19.5,448.0,168.0,26.5,31.7,1.0787,1
2.1,11.7,231.0,118.0,24.8,33.7,1.0377,0
2.0,9.9,230.0,115.0,23.9,38.1,1.1123,0
1.4,7.7,146.0,94.0,23.0,43.0,1.1897,0
0.8,4.4,77.0,62.0,23.5,44.7,1.2755,0
0.8,4.1,82.0,68.0,22.3,47.7,1.2643,0
0.6,3.1,55.0,50.0,22.1,49.8,1.3094,0
0.5,2.4,48.5,43.0,21.8,51.4,1.3272,0
0.4,2.1,42.0,36.0,20.8,55.9,1.3581,0
0.6,3.3,102.0,53.0,18.8,63.0,1.3582,0
1.4,8.1,231.0,79.0,18.3,65.5,1.3686,0
5.6,31.4,699.0,133.0,18.2,66.1,1.3679,1
7.3,41.2,738.0,148.0,19.6,60.7,1.3713,1
5.3,27.3,665.0,161.0,22.6,51.4,1.392,1
4.4,24.2,598.0,191.0,25.8,44.2,1.4512,1
3.1,17.0,340.0,158.0,28.5,39.0,1.4928,1
3.3,17.7,374.0,157.0,30.1,35.1,1.4782,1
3.8,19.3,401.0,188.0,29.4,36.4,1.4718,1
2.3,12.7,275.0,143.0,29.2,37.9,1.5116,0
2.6,14.6,278.0,152.0,30.5,34.9,1.5015,1
3.2,17.8,342.0,168.0,31.5,31.4,1.431,1
5.0,26.6,479.0,205.0,31.2,31.4,1.3987,1
5.6,30.3,553.0,204.0,28.5,37.2,1.4282,1
5.4,28.7,531.0,210.0,26.7,42.3,1.4618,1
4.4,20.0,428.0,173.0,24.8,49.0,1.5092,1
2.4,11.9,229.0,123.0,23.6,53.6,1.5374,0
1.5,8.1,145.0,92.0,23.0,55.8,1.548,0
1.3,7.7,112.0,77.0,22.1,58.4,1.5393,0
1.1,5.9,99.0,74.0,22.6,56.3,1.5233,0
1.0,5.1,98.0,74.0,21.0,61.3,1.5031,0
0.6,2.4,54.0,47.0,23.0,54.0,1.501,0
0.5,2.4,56.5,45.5,19.8,65.3,1.4894,0
0.6,3.8,59.0,44.0,18.3,70.8,1.4794,0
0.8,5.0,162.0,69.0,18.1,72.5,1.4876,0
1.5,9.7,268.0,79.0,18.3,71.0,1.4807,0
4.1,25.9,531.0,108.0,18.5,68.9,1.4565,1
5.5,34.3,517.0,119.0,20.1,62.7,1.461,1
5.5,29.0,701.0,165.0,23.5,52.0,1.4833,1
3.7,20.0,510.0,172.0,26.8,42.7,1.4864,1
3.3,18.3,415.0,180.0,29.1,36.7,1.4543,1
2.5,13.4,243.0,130.0,30.8,32.0,1.4014,0
2.6,14.0,267.0,120.0,27.9,37.0,1.372,0
2.2,12.1,233.0,117.0,28.5,37.3,1.4291,0
2.6,15.3,295.0,141.0,30.2,32.9,1.3865,1
2.9,16.1,309.0,151.0,32.9,27.7,1.3622,1
5.0,27.3,506.0,218.0,32.2,28.8,1.3624,1
5.1,26.2,479.0,213.0,28.8,39.0,1.5203,1
5.2,26.7,460.0,194.0,26.7,43.3,1.4881,1
3.8,18.3,363.0,167.0,24.6,54.0,1.6461,1
2.2,11.9,213.0,115.0,23.4,59.9,1.6992,0
2.1,11.5,183.0,98.0,22.5,62.6,1.6883,0
1.8,9.6,163.0,93.0,22.9,62.0,1.7127,0
1.6,8.0,152.0,87.0,22.2,64.9,1.719,0
1.4,6.9,104.0,71.0,21.4,68.5,1.7261,0
0.8,3.7,61.0,49.0,22.2,63.0,1.6673,0
0.5,2.4,57.5,46.5,22.4,59.9,1.6069,0
0.5,2.2,54.0,44.0,21.1,63.8,1.5817,0
0.5,2.5,84.0,58.0,22.9,57.5,1.5879,0
0.9,6.3,132.0,66.0,21.3,63.2,1.5794,0
3.2,21.6,422.0,112.0,21.3,63.5,1.5941,1
2.8,18.8,282.0,104.0,23.7,54.4,1.5765,1
2.7,18.1,293.0,103.0,25.0,50.8,1.5903,1
2.4,14.8,334.0,118.0,26.3,48.1,1.6199,0
2.7,15.9,324.0,129.0,26.4,47.3,1.6006,1
2.8,16.1,294.0,127.0,29.3,39.5,1.5855,1
2.9,17.2,273.0,130.0,29.0,39.6,1.5581,1
2.6,15.8,275.0,130.0,29.8,38.0,1.5642,0
2.6,15.1,282.0,118.0,30.4,37.2,1.588,0
3.2,18.9,323.0,146.0,31.5,34.9,1.5903,1
4.6,25.2,442.0,190.0,31.6,34.8,1.5925,1
4.9,26.1,431.0,189.0,29.0,40.5,1.5949,1
4.7,25.6,402.0,173.0,27.2,45.9,1.6302,1
3.3,16.9,313.0,148.0,26.2,48.7,1.6256,1
2.3,12.6,228.0,116.0,25.1,50.5,1.584,0
2.1,10.3,218.0,109.0,24.1,50.7,1.4959,0
1.7,8.9,179.0,94.0,22.5,53.7,1.4486,0
1.0,6.5,97.0,64.0,22.7,53.7,1.458,0
0.9,5.3,83.0,59.0,21.5,57.9,1.4658,0
0.7,4.6,80.0,64.0,22.3,55.8,1.4828,0
0.4,2.0,73.0,58.0,22.7,53.8,1.4673,0
0.4,2.5,66.0,52.0,21.1,59.9,1.4789,0
0.5,2.8,109.0,55.0,20.4,63.0,1.4946,0
1.3,8.4,232.0,83.0,20.8,62.2,1.5119,0
3.5,21.1,535.0,114.0,21.3,61.6,1.5452,1
5.5,34.0,684.0,137.0,21.9,60.2,1.56,1
5.6,29.4,803.0,160.0,23.0,56.4,1.5614,1
3.4,20.3,539.0,138.0,25.1,49.5,1.5572,1
3.2,18.4,364.0,134.0,26.6,44.3,1.5229,1
3.7,22.3,422.0,143.0,26.2,46.0,1.5422,1
4.6,26.9,483.0,153.0,25.4,48.7,1.5594,1
4.2,24.0,496.0,145.0,25.6,48.3,1.558,1
3.3,19.3,403.0,123.0,25.7,47.8,1.5548,1
2.7,14.5,282.0,96.0,24.9,49.2,1.5251,0
2.2,11.1,268.0,107.0,18.3,75.4,1.5682,0
2.8,10.4,306.0,119.0,16.3,73.9,1.3601,0
2.9,10.5,293.0,109.0,15.6,75.7,1.3345,0
2.0,5.8,240.0,107.0,15.4,76.6,1.3334,0
0.7,2.2,93.0,57.0,14.0,75.4,1.1988,0
0.6,2.0,99.0,60.0,14.9,60.5,1.0213,0
1.2,3.8,55.0,22.0,15.5,50.9,0.888,0
1.2,3.9,19.0,2.0,15.6,50.0,0.8773,0
1.1,3.7,26.0,7.0,15.4,53.6,0.9326,0
0.6,1.7,26.0,8.0,15.4,53.9,0.9334,0
0.3,1.0,34.0,17.5,15.3,52.4,0.9017,0
0.3,1.0,42.0,27.0,15.3,53.1,0.9181,0
0.3,0.9,32.0,14.0,15.4,53.7,0.9295,0
0.4,1.3,25.0,3.0,15.5,53.3,0.9308,0
0.6,2.1,28.0,9.0,15.4,52.7,0.9178,0
0.7,2.5,41.0,14.0,15.7,51.1,0.9056,0
1.0,4.6,130.0,52.0,16.9,47.7,0.9142,0
1.1,4.3,173.0,64.0,18.2,41.9,0.8674,0
1.5,6.5,168.0,66.0,19.1,37.0,0.8104,0
1.4,6.0,51.0,14.0,19.3,34.8,0.771,0
1.4,6.0,31.0,9.0,19.8,31.2,0.7127,0
1.0,4.5,41.0,12.0,19.8,31.1,0.7104,0
0.9,3.9,41.0,14.0,20.2,28.6,0.6717,0
1.1,4.6,54.0,21.0,22.1,24.8,0.6514,0
1.3,6.7,112.0,43.0,21.1,27.7,0.6853,0
1.8,8.9,178.0,62.0,20.1,30.3,0.7045,0
2.4,9.8,218.0,68.0,19.5,33.0,0.7384,0
2.7,10.8,241.0,81.0,19.3,32.3,0.7163,0
1.7,7.4,223.0,88.0,18.4,33.2,0.6975,0
2.2,10.3,279.0,99.0,17.8,36.5,0.7366,0
2.8,13.8,330.0,98.0,17.8,39.9,0.8035,0
2.4,10.9,330.0,97.0,17.0,43.0,0.8242,0
2.5,11.7,341.0,101.0,15.5,52.2,0.9136,0
1.4,7.8,205.0,90.0,15.6,51.9,0.9135,0
1.4,7.7,167.5,75.5,13.5,59.4,0.9176,0
1.15,5.5,130.0,61.0,13.4,59.9,0.9173,0
0.9,4.5,102.0,55.0,12.5,63.2,0.9146,0
0.6,3.3,79.0,46.0,13.6,57.6,0.8941,0
1.0,5.4,148.0,56.0,12.2,63.2,0.8964,0
1.6,8.2,261.0,83.0,14.6,56.4,0.9319,0
0.9,3.0,107.0,55.0,19.8,38.6,0.8831,0
0.9,3.0,103.0,47.0,21.6,33.4,0.8519,0
1.0,3.5,122.0,61.0,22.0,32.2,0.8407,0
1.0,3.6,127.0,58.0,22.7,30.2,0.8217,0
0.9,4.0,110.0,59.0,22.3,30.4,0.8063,0
0.9,4.2,98.0,54.0,22.1,30.5,0.7981,0
0.9,3.1,146.0,69.0,22.1,29.5,0.7761,0
0.9,3.5,119.0,54.0,23.4,27.1,0.7681,0
2.7,10.3,234.0,95.0,23.1,27.0,0.7538,0
2.2,7.8,261.0,99.0,21.5,31.4,0.7943,0
3.3,10.7,371.0,127.0,20.3,35.5,0.833,1
2.1,7.3,266.0,98.0,19.6,36.3,0.8193,0
1.8,7.7,268.0,112.0,18.7,39.7,0.8482,0
1.9,8.6,294.0,115.0,18.0,42.7,0.8745,0
2.3,10.0,303.0,114.0,17.1,47.6,0.9208,0
1.9,8.5,241.0,103.0,16.6,51.3,0.9634,0
1.3,5.8,142.0,81.0,15.9,55.2,0.9881,0
1.0,5.0,110.0,75.0,14.9,58.9,0.9891,0
0.6,2.9,107.0,69.5,14.1,61.0,0.9799,0
0.6,3.4,104.0,64.0,14.0,62.6,0.9948,0
0.9,5.6,179.0,71.0,14.1,61.7,0.9844,0
1.5,9.0,361.0,99.0,14.4,60.3,0.9802,0
5.5,26.9,799.0,132.0,15.0,57.7,0.9778,1
4.0,18.8,614.0,135.0,16.9,50.3,0.958,1
1.8,8.2,275.0,94.0,19.7,40.2,0.9108,0
1.9,9.1,325.0,103.0,22.2,33.6,0.8886,0
1.7,9.2,327.0,123.0,23.7,29.6,0.8537,0
1.6,8.3,252.0,95.0,21.9,30.7,0.7961,0
1.9,9.1,226.0,90.0,22.3,29.5,0.7838,0
1.6,9.2,230.0,99.0,23.8,27.0,0.7845,0
1.8,9.6,244.0,107.0,23.3,28.3,0.8012,0
2.0,11.8,251.0,112.0,24.2,27.2,0.8128,0
3.1,17.3,346.0,132.0,25.1,25.8,0.8065,1
3.9,17.8,407.0,148.0,22.3,29.2,0.7773,1
4.3,20.9,490.0,158.0,20.8,32.5,0.7873,1
3.5,14.9,434.0,145.0,19.1,36.8,0.8066,1
2.4,11.3,345.0,128.0,18.1,39.9,0.8232,0
1.5,8.4,192.0,105.0,17.4,42.8,0.8463,0
1.3,6.8,157.0,90.0,16.7,46.6,0.8793,0
1.0,4.9,148.0,85.0,17.1,46.8,0.9054,0
0.8,3.5,105.0,73.0,15.3,51.9,0.8982,0
0.5,2.8,141.0,74.0,15.0,52.8,0.8929,0
0.4,2.1,124.0,67.5,14.4,54.5,0.8887,0
0.5,2.2,107.0,61.0,12.8,59.8,0.8801,0
0.7,3.9,166.0,69.0,11.9,62.7,0.8726,0
1.2,7.3,241.0,82.0,12.1,62.6,0.8825,0
2.4,15.5,368.0,120.0,13.5,58.2,0.8944,1
4.3,27.1,498.0,135.0,14.4,55.7,0.9087,1
4.1,21.3,641.0,152.0,17.8,45.7,0.9224,1
3.7,19.9,667.0,177.0,21.0,37.2,0.9155,1
3.4,19.4,550.0,181.0,24.5,29.8,0.9008,1
3.8,21.8,483.0,176.0,26.4,26.4,0.8969,1
4.1,21.7,524.0,163.0,25.2,26.8,0.8451,1
3.4,18.9,481.0,174.0,26.1,24.8,0.8283,1
2.3,13.0,305.0,117.0,26.2,24.4,0.8174,0
3.2,18.8,396.0,145.0,28.9,21.3,0.8382,1
4.8,26.8,501.0,173.0,28.0,23.3,0.8681,1
6.7,36.9,702.0,204.0,24.7,27.9,0.8559,1
7.5,39.3,755.0,209.0,23.0,33.6,0.9302,1
4.5,23.1,524.0,175.0,20.9,45.8,1.1159,1
2.1,11.6,247.0,129.0,19.8,48.6,1.113,0
1.5,8.3,196.0,111.0,19.8,47.7,1.0885,0
1.1,5.7,135.0,85.0,18.6,49.1,1.0435,0
1.1,5.9,146.0,86.0,17.2,53.9,1.0498,0
0.9,4.1,106.0,71.0,16.3,56.8,1.047,0
0.5,2.2,70.0,60.0,17.4,53.4,1.0541,0
0.4,2.0,66.0,54.0,15.5,58.8,1.0309,0
0.4,2.2,62.0,48.0,14.6,62.1,1.0236,0
0.4,2.0,60.0,45.0,17.1,52.5,1.013,0
0.7,4.0,92.0,53.0,15.2,58.3,0.9986,0
2.0,13.4,277.0,94.0,14.9,59.2,0.9985,0
4.2,28.0,600.0,122.0,15.1,59.0,1.0086,1
5.2,28.6,693.0,170.0,19.0,47.8,1.0434,1
3.8,21.4,617.0,174.0,22.4,38.8,1.04,1
3.7,19.1,569.0,191.0,25.4,33.3,1.0679,1
3.4,19.6,409.0,179.0,27.2,30.4,1.081,1
3.1,15.8,335.0,148.0,25.5,34.8,1.1152,1
2.4,13.5,290.0,129.0,26.4,28.5,0.9658,0
2.8,15.9,312.0,148.0,27.7,25.1,0.9158,1
3.6,19.9,440.0,184.0,28.6,23.2,0.8917,1
4.0,21.6,450.0,188.0,27.2,26.3,0.9317,1
5.6,31.0,578.0,204.0,25.3,33.0,1.0473,1
6.3,34.1,615.0,201.0,23.2,36.9,1.0346,1
4.7,22.8,536.0,165.0,21.6,43.3,1.1019,1
1.9,12.3,238.0,133.0,21.1,44.8,1.1088,0
1.9,10.9,249.0,125.0,19.7,49.3,1.1148,0
1.2,7.1,150.0,101.0,20.3,47.8,1.1281,0
0.9,5.7,108.0,79.0,19.4,50.3,1.1201,0
0.9666666666666668,5.3,116.84615384615384,80.6923076923077,18.3,53.1,1.1056,0
1.0333333333333334,2.9,125.6923076923077,82.38461538461539,17.5,56.1,1.1103,0
1.1,1.9,134.53846153846155,84.07692307692308,19.2,50.3,1.1087,0
1.1666666666666667,2.4,143.3846153846154,85.76923076923077,16.6,59.6,1.117,0
1.2333333333333334,4.0,152.23076923076923,87.46153846153847,17.5,57.1,1.1311,0
1.3,8.1,161.0769230769231,89.15384615384616,17.6,57.6,1.1471,0
1.3666666666666667,24.8,169.92307692307693,90.84615384615384,18.0,57.0,1.1665,0
1.4333333333333331,36.3,178.76923076923077,92.53846153846152,18.5,55.9,1.1779,1
1.5,20.9,187.6153846153846,94.23076923076924,18.6,57.2,1.2146,0
1.5666666666666669,22.2,196.46153846153845,95.92307692307692,20.2,53.0,1.2407,0
1.6333333333333333,23.5,205.30769230769232,97.6153846153846,21.3,50.1,1.2539,0
1.7,10.8,214.15384615384616,99.3076923076923,24.6,42.8,1.3053,0
1.7,11.2,223.0,101.0,24.6,44.1,1.3477,0
2.2,15.1,267.0,113.0,25.6,43.4,1.4049,0
2.8,17.4,308.0,121.0,26.1,42.6,1.4172,1
3.9,23.4,422.0,146.0,25.8,44.8,1.4644,1
6.5,35.9,623.0,188.0,25.4,47.9,1.5346,1
6.3,34.0,572.0,182.0,24.6,50.0,1.5241,1
5.7,30.1,514.0,166.0,23.6,54.4,1.5687,1
4.4,20.0,414.0,142.0,22.6,59.5,1.6155,1
1.6,10.5,143.0,84.0,22.1,61.3,1.6133,0
1.5,9.0,147.0,87.0,22.1,61.3,1.6053,0
1.7,10.7,159.0,91.0,21.1,64.7,1.5956,0
1.9,10.4,206.0,91.0,20.3,66.4,1.5591,0
1.6,9.7,140.0,74.0,19.4,69.3,1.5418,0
1.3,6.9,132.0,69.0,19.0,70.8,1.5417,0
0.8,4.0,106.5,61.5,20.2,65.8,1.5442,0
0.6,3.0,81.0,54.0,19.8,67.2,1.5322,0
0.7,4.3,120.0,60.0,19.0,70.3,1.5308,0
1.6,9.8,279.0,69.0,18.8,71.8,1.5372,0
2.9,17.2,392.0,91.0,20.2,66.3,1.555,1
4.1,27.9,433.0,97.0,20.8,64.3,1.563,1
3.7,20.5,531.0,114.0,22.3,59.3,1.5705,1
3.6,21.2,619.0,129.0,23.2,56.6,1.5929,1
3.4,19.9,522.0,137.0,23.8,54.7,1.587,1
3.7,21.1,505.0,134.0,23.5,56.2,1.6048,1
4.1,22.3,465.0,132.0,23.9,54.4,1.5963,1
3.2,17.6,383.0,123.0,24.65,50.9,1.55665,1
2.4,12.9,278.0,105.0,25.4,47.4,1.517,0
3.4,18.4,372.0,136.0,26.4,45.4,1.54,1
5.6,26.5,540.0,169.0,25.8,46.9,1.5375,1
5.581118881118881,29.4,538.0909090909091,168.4265734265734,25.3,49.6,1.5805,1
5.5622377622377615,33.7,536.1818181818181,167.85314685314685,24.2,54.3,1.6117,1
5.543356643356643,19.9,534.2727272727273,167.27972027972027,22.8,58.1,1.5951,1
5.524475524475524,13.5,532.3636363636364,166.7062937062937,21.5,63.2,1.5993,1
5.5055944055944055,11.2,530.4545454545455,166.13286713286712,21.3,63.0,1.5798,1
5.486713286713286,9.1,528.5454545454545,165.55944055944056,20.8,64.1,1.554,1
5.467832167832167,10.9,526.6363636363636,164.98601398601397,20.6,64.0,1.5346,1
5.448951048951049,8.4,524.7272727272727,164.4125874125874,20.6,63.4,1.519,1
5.43006993006993,7.1,522.8181818181819,163.83916083916083,20.4,64.4,1.522,1
5.4111888111888105,4.3,520.9090909090909,163.26573426573427,21.3,61.0,1.529,1
5.392307692307692,4.0,519.0,162.69230769230768,20.5,64.0,1.5247,1
5.373426573426573,5.8,517.0909090909091,162.11888111888112,20.3,65.3,1.5321,1
5.354545454545455,6.3,515.1818181818181,161.54545454545453,20.1,65.9,1.5321,1
5.335664335664335,12.3,513.2727272727273,160.97202797202797,20.2,65.6,1.5368,1
5.316783216783216,13.3,511.3636363636364,160.3986013986014,21.1,62.8,1.5481,1
5.297902097902098,12.5,509.45454545454544,159.82517482517483,22.5,57.5,1.5518,1
5.279020979020979,10.5,507.54545454545456,159.25174825174824,24.2,51.9,1.5426,1
5.26013986013986,12.1,505.6363636363636,158.67832167832168,25.2,48.9,1.5437,1
5.241258741258741,12.1,503.7272727272728,158.1048951048951,25.8,47.8,1.5662,1
5.222377622377622,11.2,501.8181818181818,157.53146853146853,25.7,49.2,1.5988,1
5.203496503496504,7.2,499.9090909090909,156.95804195804195,25.8,49.6,1.6213,1
5.184615384615384,8.7,498.0,156.3846153846154,25.7,48.8,1.5913,1
5.165734265734265,9.6,496.09090909090907,155.8111888111888,26.5,45.9,1.5626,1
5.146853146853147,11.6,494.1818181818182,155.23776223776224,25.4,48.9,1.565,1
5.127972027972028,12.7,492.27272727272725,154.66433566433565,24.4,52.5,1.583,1
5.1090909090909085,20.7,490.3636363636364,154.0909090909091,23.9,54.6,1.5936,1
5.09020979020979,17.8,488.45454545454544,153.5174825174825,22.9,57.9,1.5958,1
5.071328671328671,11.2,486.54545454545456,152.94405594405595,22.1,61.1,1.6012,1
5.0524475524475525,10.8,484.6363636363636,152.37062937062936,20.8,65.6,1.5898,1
5.033566433566433,9.4,482.7272727272728,151.7972027972028,21.7,60.8,1.563,1
5.014685314685314,8.5,480.8181818181818,151.2237762237762,21.1,62.8,1.5505,1
4.995804195804196,6.5,478.9090909090909,150.65034965034965,20.7,63.2,1.524,1
4.976923076923077,5.1,477.0,150.07692307692307,21.2,61.5,1.5241,1
4.9580419580419575,4.5,475.0909090909091,149.5034965034965,20.3,64.6,1.518,1
4.939160839160839,3.9,473.1818181818182,148.93006993006992,20.2,64.4,1.5035,1
4.92027972027972,3.3,471.27272727272725,148.35664335664336,20.1,65.3,1.5153,1
4.9013986013986015,3.2,469.3636363636364,147.78321678321677,19.9,66.0,1.5141,1
4.882517482517482,5.4,467.45454545454544,147.2097902097902,19.8,66.4,1.5145,1
4.863636363636363,5.6,465.54545454545456,146.63636363636363,20.4,64.1,1.5178,1
4.844755244755245,7.5,463.6363636363636,146.06293706293707,21.6,60.8,1.5496,1
4.825874125874126,10.7,461.7272727272728,145.48951048951048,23.5,54.5,1.5553,1
4.806993006993007,8.4,459.8181818181818,144.91608391608392,25.7,46.6,1.5105,1
4.788111888111888,11.3,457.9090909090909,144.34265734265733,26.6,43.7,1.5031,1
4.769230769230769,8.3,456.0,143.76923076923077,27.4,41.8,1.5056,1
4.7503496503496505,6.0,454.0909090909091,143.1958041958042,27.4,42.8,1.5344,1
4.731468531468531,6.7,452.1818181818182,142.62237762237763,27.1,43.3,1.5255,1
